Airline,Flight_Type,Source,Destination,Stops,Journey_Date,Day_of_Week,Month,Departure_Time,Arrival_Time,Duration_Hours,Ticket_Class,Booking_Days_Before,Baggage_Allowance_Kg,Meal_Included,Fuel_Price_Impact,Peak_Season,Flight_Price_INR
IndiGo,Domestic,Chennai,Bangalore,1,2023-01-16,Tuesday,January,Afternoon,Afternoon,1,Economy,330,25,No,1.0735075839530226,Yes,7956
Air India,International,Kolkata,Chennai,0,2023-01-16,Tuesday,January,Night,Early Morning,3,Business,85,25,Yes,1.0702614303524527,No,10099
SpiceJet,Domestic,New York,Mumbai,1,2023-01-16,Tuesday,January,Evening,Late Night,17,First Class,107,15,Yes,1.1270206958873745,Yes,346704
Emirates,Domestic,Chennai,Bangalore,1,2023-01-16,Tuesday,January,Morning,Morning,1,Business,168,15,No,0.915398152122932,No,7343
IndiGo,Domestic,Kolkata,Chennai,2,2023-01-16,Tuesday,January,Afternoon,Late Night,3,First Class,144,20,No,1.0702272219993314,Yes,14689
SpiceJet,International,London,Mumbai,1,2023-01-16,Tuesday,January,Night,Late Night,9,Economy,298,15,Yes,0.8426767262390767,Yes,67421
Air India,Domestic,Chennai,Kolkata,0,2023-01-16,Tuesday,January,Early Morning,Night,2,Economy,330,30,No,0.8238607463334154,No,6571
Emirates,Domestic,Mumbai,London,2,2023-01-17,Wednesday,January,Evening,Early Morning,9,Economy,80,30,Yes,1.1440728748842774,No,52461
Lufthansa,International,Kolkata,Chennai,2,2023-01-17,Wednesday,January,Evening,Early Morning,2,First Class,257,30,No,1.0137662890846433,Yes,11265
SpiceJet,International,Dubai,Mumbai,2,2023-01-17,Wednesday,January,Night,Night,3,Economy,324,20,No,1.157930788856797,No,16332
IndiGo,International,Mumbai,London,0,2023-01-17,Wednesday,January,Night,Morning,8,Economy,64,15,Yes,0.9405029702649156,Yes,59105
Emirates,Domestic,Kolkata,Hyderabad,2,2023-01-17,Wednesday,January,Early Morning,Afternoon,3,First Class,239,30,Yes,1.0830647453458173,No,9251
Lufthansa,International,New York,Mumbai,2,2023-01-17,Wednesday,January,Late Night,Morning,16,Economy,58,30,Yes,1.002142529690505,Yes,145088
Lufthansa,Domestic,Bangalore,Chennai,2,2023-01-17,Wednesday,January,Morning,Night,0,Business,326,15,No,1.0276270094419224,Yes,8670
Vistara,Domestic,Delhi,London,2,2023-01-17,Wednesday,January,Morning,Evening,8,Economy,147,25,Yes,1.02352660624223,No,79597
IndiGo,International,New York,Mumbai,1,2023-01-17,Wednesday,January,Afternoon,Afternoon,16,Economy,69,20,Yes,1.1424786418198671,No,89935
Qatar Airways,Domestic,Hyderabad,Kolkata,1,2023-01-17,Wednesday,January,Evening,Morning,2,Business,324,20,No,1.0544902638803983,No,6371
Vistara,International,Dubai,Mumbai,2,2023-01-17,Wednesday,January,Morning,Afternoon,4,First Class,16,15,No,1.1919381731050305,Yes,61255
GoAir,Domestic,Chennai,Delhi,2,2023-01-17,Wednesday,January,Night,Night,3,First Class,21,15,Yes,0.8873266492932265,No,12124
SpiceJet,International,Mumbai,Bangalore,1,2023-01-17,Wednesday,January,Afternoon,Late Night,1,First Class,28,15,No,1.023859455435438,No,13406
Air India,International,Bangalore,Dubai,1,2023-01-18,Thursday,January,Early Morning,Morning,4,Business,23,30,Yes,1.0354622952680106,Yes,36970
IndiGo,Domestic,London,Mumbai,0,2023-01-18,Thursday,January,Early Morning,Afternoon,9,First Class,9,20,Yes,1.0237173896655574,No,124002
SpiceJet,Domestic,Kolkata,Hyderabad,0,2023-01-18,Thursday,January,Late Night,Afternoon,3,Business,330,30,Yes,0.9140920858030773,Yes,13430
IndiGo,Domestic,Hyderabad,Chennai,2,2023-01-18,Thursday,January,Early Morning,Afternoon,1,Economy,28,30,No,1.1775697727160077,No,3338
SpiceJet,International,Kolkata,Hyderabad,1,2023-01-18,Thursday,January,Night,Late Night,2,Business,330,20,No,1.1013282297716487,Yes,13209
IndiGo,Domestic,Hyderabad,Kolkata,2,2023-01-18,Thursday,January,Night,Morning,3,Economy,62,25,Yes,0.9942290362506819,No,5114
GoAir,Domestic,Hyderabad,Mumbai,1,2023-01-18,Thursday,January,Afternoon,Afternoon,1,Economy,41,30,Yes,0.8769519383118081,No,4524
Lufthansa,International,Bangalore,Dubai,0,2023-01-18,Thursday,January,Afternoon,Evening,4,Economy,133,15,No,0.8398341158100813,Yes,20677
Air India,Domestic,Dubai,Bangalore,1,2023-01-18,Thursday,January,Afternoon,Night,4,Economy,327,15,No,0.803886625663535,Yes,23546
Emirates,International,Delhi,London,1,2023-01-18,Thursday,January,Afternoon,Late Night,8,Economy,215,25,Yes,0.8440751811279449,No,42597
Lufthansa,International,Delhi,Mumbai,1,2023-01-18,Thursday,January,Night,Morning,3,Economy,3,20,No,1.040277130536572,No,9245
Emirates,International,Hyderabad,Delhi,1,2023-01-18,Thursday,January,Late Night,Early Morning,2,First Class,3,30,No,0.9786569671392562,No,14278
Emirates,Domestic,Kolkata,Chennai,0,2023-01-18,Thursday,January,Morning,Morning,2,Economy,272,15,No,1.0081203004331802,No,4690
Lufthansa,Domestic,Bangalore,Kolkata,1,2023-01-18,Thursday,January,Morning,Late Night,2,Economy,25,15,No,0.9258779101760075,No,6611
Emirates,International,Chennai,Delhi,0,2023-01-18,Thursday,January,Afternoon,Afternoon,2,Business,267,25,No,0.8168101874942872,Yes,9773
SpiceJet,International,Kolkata,Delhi,2,2023-01-18,Thursday,January,Evening,Afternoon,3,First Class,4,15,Yes,1.1846760453311567,Yes,20775
Vistara,International,Mumbai,Hyderabad,0,2023-01-18,Thursday,January,Afternoon,Afternoon,2,First Class,53,15,No,0.9711514772086961,Yes,9049
IndiGo,Domestic,Kolkata,Delhi,0,2023-01-18,Thursday,January,Early Morning,Evening,2,Business,39,20,No,1.0802212013480776,No,9718
GoAir,Domestic,Delhi,London,1,2023-01-18,Thursday,January,Afternoon,Night,8,First Class,131,30,Yes,0.9116263597137385,Yes,161369
IndiGo,International,Chennai,Hyderabad,1,2023-01-18,Thursday,January,Night,Afternoon,1,Economy,199,15,No,0.9153752483926053,Yes,9172
Vistara,Domestic,Hyderabad,Bangalore,2,2023-01-19,Friday,January,Early Morning,Early Morning,2,Economy,270,15,No,0.9571347918588772,Yes,3593
GoAir,International,Delhi,New York,0,2023-01-19,Friday,January,Morning,Early Morning,14,First Class,280,30,Yes,1.1452653793076182,Yes,366750
Emirates,International,Dubai,Mumbai,0,2023-01-19,Friday,January,Night,Evening,3,Business,324,25,No,1.106575280988092,Yes,37010
Emirates,Domestic,Delhi,New York,0,2023-01-19,Friday,January,Morning,Evening,15,First Class,267,20,Yes,0.918028191661701,Yes,210491
Emirates,International,Mumbai,Chennai,1,2023-01-19,Friday,January,Night,Morning,2,Business,281,15,No,1.0182542087206705,No,11715
Vistara,International,Delhi,Mumbai,0,2023-01-19,Friday,January,Early Morning,Morning,3,First Class,27,30,Yes,1.12896574188871,Yes,14388
Vistara,Domestic,Kolkata,Mumbai,2,2023-01-19,Friday,January,Night,Afternoon,3,Business,23,25,Yes,1.023941604715218,Yes,16614
Lufthansa,International,Chennai,Bangalore,1,2023-01-19,Friday,January,Late Night,Early Morning,0,Business,58,25,No,1.0702711594876908,Yes,11117
IndiGo,Domestic,Delhi,Mumbai,2,2023-01-19,Friday,January,Late Night,Late Night,3,First Class,211,25,Yes,1.1472131090033384,No,15062
Lufthansa,Domestic,Mumbai,Delhi,2,2023-01-19,Friday,January,Late Night,Late Night,2,Economy,222,25,No,0.9387692907325391,No,4080
IndiGo,International,Delhi,New York,0,2023-01-19,Friday,January,Late Night,Night,15,Business,114,30,Yes,1.0933049298156887,Yes,230785
Lufthansa,Domestic,Delhi,New York,2,2023-01-19,Friday,January,Evening,Early Morning,16,First Class,262,20,Yes,1.1704853440342784,Yes,406105
Lufthansa,International,Chennai,Delhi,0,2023-01-19,Friday,January,Afternoon,Night,3,First Class,111,30,No,0.8761136929648023,No,13269
GoAir,Domestic,Mumbai,London,0,2023-01-19,Friday,January,Late Night,Early Morning,8,First Class,65,30,Yes,1.0349820571406503,No,146100
SpiceJet,International,Mumbai,Delhi,1,2023-01-19,Friday,January,Early Morning,Late Night,3,Business,330,15,Yes,0.8175856328055445,No,5936
Lufthansa,International,Mumbai,Delhi,1,2023-01-20,Saturday,January,Night,Evening,3,Business,30,15,Yes,1.0688291555427067,No,14211
SpiceJet,International,London,Delhi,0,2023-01-20,Saturday,January,Afternoon,Morning,9,First Class,70,30,Yes,0.8512314024450297,No,122132
IndiGo,Domestic,Bangalore,Hyderabad,0,2023-01-20,Saturday,January,Late Night,Morning,1,First Class,186,20,No,0.9965789310267003,No,13770
Lufthansa,Domestic,Dubai,Bangalore,0,2023-01-20,Saturday,January,Morning,Late Night,3,Business,288,15,No,1.0065473679345218,No,27268
Vistara,International,Kolkata,Chennai,0,2023-01-20,Saturday,January,Late Night,Early Morning,2,Economy,277,15,No,0.8632712263440275,Yes,6115
SpiceJet,Domestic,Bangalore,Chennai,0,2023-01-20,Saturday,January,Afternoon,Afternoon,1,Business,86,20,No,1.1962172134421838,No,7177
GoAir,International,Mumbai,Hyderabad,2,2023-01-20,Saturday,January,Morning,Morning,1,First Class,28,25,No,1.0822428001464328,No,8335
IndiGo,International,Chennai,Kolkata,2,2023-01-20,Saturday,January,Late Night,Night,3,First Class,307,25,Yes,1.1752629938844377,No,14178
Emirates,Domestic,Hyderabad,Bangalore,0,2023-01-20,Saturday,January,Early Morning,Late Night,2,First Class,24,20,No,1.1664997698460964,Yes,13481
Lufthansa,Domestic,Delhi,Mumbai,0,2023-01-20,Saturday,January,Morning,Night,3,First Class,250,25,No,1.0199278457587184,No,10760
Qatar Airways,International,Mumbai,Chennai,0,2023-01-20,Saturday,January,Afternoon,Afternoon,1,Economy,48,15,No,0.876327308441001,Yes,4031
SpiceJet,Domestic,Hyderabad,Mumbai,2,2023-01-20,Saturday,January,Night,Night,2,First Class,112,20,No,1.1338603242339513,No,8095
Vistara,International,Mumbai,London,0,2023-01-20,Saturday,January,Early Morning,Late Night,8,First Class,111,15,Yes,0.8661646821117311,No,140124
Vistara,International,Mumbai,Dubai,0,2023-01-20,Saturday,January,Evening,Evening,4,Economy,69,15,No,0.8154916429894208,No,22538
GoAir,Domestic,Kolkata,Mumbai,2,2023-01-20,Saturday,January,Afternoon,Afternoon,2,Business,116,20,No,0.9423540845643298,Yes,18493
GoAir,International,Kolkata,Bangalore,1,2023-01-21,Sunday,January,Late Night,Morning,2,Economy,261,15,No,0.994855227268654,No,5542
GoAir,International,Bangalore,Kolkata,1,2023-01-21,Sunday,January,Night,Night,3,First Class,7,25,No,1.000054205802942,Yes,28263
GoAir,International,Delhi,Chennai,1,2023-01-21,Sunday,January,Evening,Afternoon,3,Business,126,15,Yes,0.9265458965906626,Yes,20698
Lufthansa,Domestic,London,Mumbai,0,2023-01-21,Sunday,January,Late Night,Early Morning,9,Business,205,15,Yes,1.1611027530882412,No,145671
IndiGo,International,Bangalore,Mumbai,2,2023-01-21,Sunday,January,Early Morning,Evening,1,First Class,320,15,No,1.0917831504935105,Yes,14227
SpiceJet,International,Mumbai,Dubai,2,2023-01-21,Sunday,January,Afternoon,Late Night,3,First Class,255,25,Yes,0.9665859573428217,Yes,40466
Vistara,Domestic,Bangalore,Delhi,2,2023-01-21,Sunday,January,Morning,Morning,3,Business,8,20,Yes,1.074905964960998,Yes,18864
Emirates,Domestic,Kolkata,Bangalore,2,2023-01-21,Sunday,January,Evening,Late Night,3,Business,159,15,Yes,0.8025605619204834,Yes,17255
SpiceJet,International,New York,Delhi,0,2023-01-21,Sunday,January,Morning,Morning,15,Economy,125,30,Yes,0.9547072886567627,No,118219
GoAir,International,Dubai,Mumbai,0,2023-01-21,Sunday,January,Evening,Afternoon,3,Business,216,15,No,0.9697143742648062,No,30727
Lufthansa,International,Chennai,Kolkata,0,2023-01-22,Monday,January,Evening,Night,2,First Class,23,30,No,1.0871139156140486,Yes,15387
Vistara,International,Bangalore,Chennai,1,2023-01-22,Monday,January,Afternoon,Morning,0,Business,80,15,No,0.8908012889661275,Yes,7790
Qatar Airways,Domestic,Chennai,Delhi,1,2023-01-22,Monday,January,Night,Evening,3,First Class,62,15,Yes,1.0713176489892722,Yes,19330
Air India,Domestic,Bangalore,Delhi,2,2023-01-22,Monday,January,Evening,Night,3,Economy,330,15,Yes,0.9597781472188385,Yes,7936
Air India,Domestic,New York,Mumbai,1,2023-01-22,Monday,January,Early Morning,Night,16,Economy,30,15,Yes,0.9744607397622084,Yes,103136
Air India,International,Kolkata,Hyderabad,0,2023-01-22,Monday,January,Morning,Early Morning,2,Business,6,20,No,1.1155118735889993,No,12723
Qatar Airways,Domestic,Hyderabad,Kolkata,2,2023-01-22,Monday,January,Morning,Early Morning,3,Business,136,20,No,0.9398268807227761,No,8289
Qatar Airways,International,Delhi,Mumbai,2,2023-01-22,Monday,January,Early Morning,Evening,2,First Class,96,25,Yes,1.0672375146237658,Yes,25908
Air India,International,Mumbai,Kolkata,2,2023-01-22,Monday,January,Afternoon,Afternoon,2,Business,267,20,No,1.0837625743752999,No,15128
Air India,Domestic,Bangalore,Dubai,2,2023-01-22,Monday,January,Late Night,Morning,4,Business,281,25,Yes,0.9538750815319996,No,34113
Vistara,International,Hyderabad,Delhi,0,2023-01-22,Monday,January,Late Night,Late Night,3,First Class,282,30,No,1.1979916041971528,Yes,24491
Lufthansa,International,New York,Delhi,2,2023-01-22,Monday,January,Evening,Early Morning,16,Economy,84,30,Yes,1.134303021553159,No,116044
Emirates,International,Delhi,Hyderabad,2,2023-01-22,Monday,January,Night,Early Morning,2,First Class,224,15,Yes,0.8268907426139152,Yes,16154
GoAir,International,Dubai,Mumbai,2,2023-01-23,Tuesday,January,Evening,Early Morning,3,Economy,188,30,No,1.1133552326506917,No,19971
SpiceJet,Domestic,Mumbai,Hyderabad,2,2023-01-23,Tuesday,January,Early Morning,Evening,2,Business,132,30,Yes,0.9630446896786409,Yes,12689
IndiGo,International,Delhi,Bangalore,0,2023-01-23,Tuesday,January,Afternoon,Afternoon,3,First Class,318,15,No,1.113465470115906,Yes,13597
SpiceJet,Domestic,Delhi,Bangalore,1,2023-01-23,Tuesday,January,Afternoon,Late Night,3,Business,23,15,No,1.1841654257515437,No,13035
Air India,Domestic,London,Delhi,1,2023-01-23,Tuesday,January,Afternoon,Evening,8,First Class,102,15,Yes,0.9922150397853315,No,115104
IndiGo,Domestic,Hyderabad,Kolkata,2,2023-01-23,Tuesday,January,Night,Late Night,3,Business,22,20,No,0.8182969421905644,Yes,12532
GoAir,International,Hyderabad,Chennai,1,2023-01-23,Tuesday,January,Afternoon,Night,2,Economy,88,15,No,0.8878105107185044,No,5460
Emirates,International,Mumbai,Chennai,1,2023-01-23,Tuesday,January,Late Night,Evening,1,First Class,129,15,No,0.8570963998155468,No,15240
IndiGo,Domestic,Delhi,Mumbai,2,2023-01-23,Tuesday,January,Afternoon,Morning,2,Economy,169,20,Yes,0.8573060179085287,Yes,10017
IndiGo,International,New York,Mumbai,1,2023-01-23,Tuesday,January,Morning,Night,16,Economy,89,25,Yes,0.9986371006156102,Yes,99030
Lufthansa,Domestic,Delhi,Bangalore,1,2023-01-23,Tuesday,January,Evening,Afternoon,2,Business,38,30,Yes,0.9596190743419658,No,9078
Vistara,Domestic,Mumbai,Delhi,2,2023-01-23,Tuesday,January,Evening,Night,3,First Class,202,30,No,1.0555888811117562,No,14239
Qatar Airways,International,Delhi,Bangalore,2,2023-01-24,Wednesday,January,Morning,Late Night,2,Economy,29,15,No,1.174201375981478,Yes,10286
Air India,International,Bangalore,Dubai,1,2023-01-24,Wednesday,January,Evening,Late Night,3,Business,11,25,Yes,1.030393427826381,No,22214
IndiGo,International,Chennai,Kolkata,0,2023-01-24,Wednesday,January,Early Morning,Morning,2,Economy,330,30,No,1.0434172793021217,No,8383
Vistara,Domestic,Delhi,London,1,2023-01-24,Wednesday,January,Late Night,Early Morning,10,Business,219,25,Yes,0.854149215691713,No,73220
Emirates,International,Hyderabad,Delhi,2,2023-01-24,Wednesday,January,Morning,Night,2,Business,157,20,No,0.9102629911750999,No,10823
Qatar Airways,International,Hyderabad,Kolkata,2,2023-01-24,Wednesday,January,Late Night,Morning,3,Business,212,25,No,0.9264996212508101,No,7462
Lufthansa,Domestic,Bangalore,Mumbai,1,2023-01-24,Wednesday,January,Morning,Evening,1,Economy,330,15,No,1.0984966491244,Yes,10958
Air India,International,Kolkata,Chennai,2,2023-01-24,Wednesday,January,Morning,Evening,3,Economy,74,15,No,0.817435720303494,Yes,9156
Qatar Airways,Domestic,Mumbai,Delhi,2,2023-01-24,Wednesday,January,Night,Night,2,Economy,91,15,No,1.091597865389945,No,4824
Vistara,Domestic,Chennai,Delhi,1,2023-01-24,Wednesday,January,Afternoon,Early Morning,2,First Class,12,30,No,0.8399827118224918,No,15168
SpiceJet,International,Bangalore,Mumbai,0,2023-01-24,Wednesday,January,Late Night,Evening,2,Economy,226,15,No,1.047240215837924,Yes,8621
Emirates,Domestic,Mumbai,Bangalore,2,2023-01-24,Wednesday,January,Night,Afternoon,1,First Class,43,30,No,1.0461175219834011,No,8400
Lufthansa,Domestic,Kolkata,Mumbai,0,2023-01-24,Wednesday,January,Morning,Late Night,2,Economy,313,25,No,1.0751834608568491,No,5007
Emirates,International,Chennai,Hyderabad,2,2023-01-24,Wednesday,January,Morning,Night,2,First Class,199,15,No,1.0100648363516158,No,7017
Lufthansa,Domestic,New York,Mumbai,1,2023-01-24,Wednesday,January,Afternoon,Late Night,16,Business,322,15,Yes,0.9319975658516587,Yes,151694
IndiGo,Domestic,Hyderabad,Chennai,0,2023-01-24,Wednesday,January,Late Night,Evening,1,First Class,313,25,No,1.1542217187237813,Yes,11202
SpiceJet,Domestic,Bangalore,Chennai,2,2023-01-24,Wednesday,January,Early Morning,Evening,1,Economy,155,20,No,0.8151799688132133,Yes,4193
SpiceJet,International,Delhi,Kolkata,2,2023-01-24,Wednesday,January,Night,Afternoon,2,Business,330,25,No,0.8463026807111322,Yes,15073
Qatar Airways,International,Delhi,New York,0,2023-01-25,Thursday,January,Night,Afternoon,14,First Class,13,25,Yes,1.127408155825808,Yes,353518
Emirates,International,Kolkata,Hyderabad,1,2023-01-25,Thursday,January,Morning,Early Morning,3,First Class,267,30,Yes,1.027107235962461,No,10959
SpiceJet,International,Hyderabad,Bangalore,2,2023-01-25,Thursday,January,Night,Night,1,Business,149,30,No,0.9932428803055394,No,6795
GoAir,International,London,Mumbai,1,2023-01-25,Thursday,January,Morning,Early Morning,9,Economy,115,30,Yes,1.1359436288192917,Yes,107777
Air India,International,Kolkata,Bangalore,2,2023-01-25,Thursday,January,Afternoon,Night,3,Economy,43,15,No,1.0456223824773772,Yes,10968
IndiGo,Domestic,Bangalore,Hyderabad,1,2023-01-25,Thursday,January,Night,Afternoon,1,Economy,267,20,No,1.0436221116819886,No,4022
Emirates,Domestic,Chennai,Kolkata,1,2023-01-25,Thursday,January,Night,Evening,2,Business,183,30,No,1.1656026201751382,No,12936
IndiGo,International,Bangalore,Mumbai,2,2023-01-25,Thursday,January,Night,Evening,2,Business,173,25,No,0.8677756195750568,No,4404
SpiceJet,International,Chennai,Kolkata,0,2023-01-25,Thursday,January,Early Morning,Evening,2,Business,234,15,No,1.1778682061407748,No,17530
Air India,Domestic,Delhi,Dubai,2,2023-01-26,Friday,January,Morning,Morning,3,First Class,146,25,Yes,0.8148107021316341,No,28309
Qatar Airways,International,Delhi,Kolkata,1,2023-01-26,Friday,January,Morning,Early Morning,2,Business,329,20,No,1.087057961524165,Yes,18342
Air India,Domestic,Dubai,Delhi,0,2023-01-26,Friday,January,Morning,Night,4,First Class,47,20,Yes,1.1958596123606626,Yes,47263
Qatar Airways,International,Mumbai,Hyderabad,0,2023-01-26,Friday,January,Late Night,Night,2,First Class,330,25,No,0.8763766409509608,No,11278
Lufthansa,Domestic,Mumbai,Delhi,0,2023-01-26,Friday,January,Late Night,Early Morning,3,Economy,304,25,No,1.1502739837611529,Yes,11029
SpiceJet,Domestic,Chennai,Kolkata,2,2023-01-26,Friday,January,Morning,Late Night,2,First Class,177,30,No,1.1062013646618956,No,9946
Lufthansa,International,Mumbai,London,2,2023-01-26,Friday,January,Afternoon,Early Morning,10,Economy,330,15,Yes,1.047627803853421,No,63237
Lufthansa,International,Delhi,New York,0,2023-01-26,Friday,January,Morning,Afternoon,15,Business,192,15,Yes,1.1610132526529175,Yes,204713
Qatar Airways,International,Mumbai,Bangalore,2,2023-01-26,Friday,January,Afternoon,Early Morning,1,First Class,277,30,No,1.0240773692714296,No,16143
SpiceJet,Domestic,Mumbai,Delhi,0,2023-01-26,Friday,January,Early Morning,Morning,3,Economy,187,30,No,0.9178851951692905,Yes,9903
Lufthansa,International,Chennai,Mumbai,1,2023-01-26,Friday,January,Evening,Late Night,2,First Class,250,25,No,0.9175898869667641,No,10190
Air India,International,Hyderabad,Bangalore,2,2023-01-26,Friday,January,Early Morning,Afternoon,2,Economy,330,20,No,0.8824253959506217,Yes,5543
Air India,International,Delhi,Hyderabad,2,2023-01-27,Saturday,January,Night,Afternoon,2,Business,80,15,No,1.0817776662808802,Yes,15591
IndiGo,International,Hyderabad,Kolkata,2,2023-01-27,Saturday,January,Afternoon,Evening,3,First Class,286,25,Yes,0.9957001100812838,No,18500
